mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__n_estimators,param_model__min_samples_split,param_model__min_samples_leaf,param_model__max_features,param_model__max_depth,param_model__bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,split5_train_score,split6_train_score,split7_train_score,split8_train_score,split9_train_score,mean_train_score,std_train_score
19.940679001808167,2.578449561508408,3.552335238456726,1.8431272341515736,1000,10,2,0.5,30,False,"{'model__n_estimators': 1000, 'model__min_samples_split': 10, 'model__min_samples_leaf': 2, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__bootstrap': False}",0.8642885523541317,0.7977027980746723,0.845886445205829,0.8705780934712236,0.8674460459071449,0.8697143950520483,0.83029607178423,0.8437980776806915,0.8861227926308669,0.8399194216714181,0.8515752693832257,0.02425062743475666,5,0.9565312543672668,0.9568922365665686,0.9574469986011315,0.955878926637936,0.9552664423120925,0.954780249360001,0.9607349401209184,0.9595023342799693,0.9503760636459376,0.9580317910058029,0.9565441236897625,0.002696197540517687
5.099792218208313,2.1774729459323408,2.936975026130676,2.0948353646536786,200,10,3,sqrt,10,False,"{'model__n_estimators': 200, 'model__min_samples_split': 10, 'model__min_samples_leaf': 3, 'model__max_features': 'sqrt', 'model__max_depth': 10, 'model__bootstrap': False}",0.6349459707946026,0.6129195423289863,0.6419995583989164,0.6327018836851916,0.6277456269927899,0.6622634631609604,0.6252105357952027,0.6204607087771952,0.648441735779429,0.6388989029157979,0.6345587928629073,0.013560629424037065,26,0.6697451047642793,0.6935910402698059,0.6944700819427593,0.6841532530308299,0.6725036942473428,0.680361885118427,0.6906025089463422,0.6947254595402612,0.6907576512804283,0.6860207124728499,0.6856931391613326,0.008543697408814296
21.662228798866273,3.699126231299153,3.998078393936157,3.047973764873596,800,8,2,0.5,,False,"{'model__n_estimators': 800, 'model__min_samples_split': 8, 'model__min_samples_leaf': 2, 'model__max_features': 0.5, 'model__max_depth': None, 'model__bootstrap': False}",0.8651439192274383,0.801220198763533,0.8501680369879605,0.8706094432878436,0.8702623829942666,0.8716184879951497,0.8341889821743008,0.8484837011084441,0.8886203574317453,0.8408590040772594,0.8541174514047942,0.023599472612800834,3,0.9649373371802554,0.9646878183160865,0.9652256133369486,0.9625435115553195,0.9619134572753449,0.9630454726023026,0.9670516492389477,0.9660514242214215,0.9593661558150105,0.9655888234865952,0.9640411263028232,0.002184967447118539
14.243743944168092,7.552222417283856,5.198582315444947,2.375475139469513,800,3,2,sqrt,,False,"{'model__n_estimators': 800, 'model__min_samples_split': 3, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': None, 'model__bootstrap': False}",0.8270403423737583,0.7895350651610845,0.8126395735425237,0.827517735896772,0.8252565358528334,0.8468666611284115,0.8108238783263892,0.787349625477753,0.8259544696886991,0.8159911651604227,0.8168975052608648,0.017156163472299354,12,0.9194764786219536,0.9235071850117927,0.9219025492729813,0.9187435892890687,0.9195581183561727,0.9172440239972045,0.9252603226593944,0.9230752610163235,0.9154476281068358,0.9188658206980125,0.9203080977029741,0.002894007281649847
16.677258706092836,1.438566250454775,2.9037019491195677,1.064971219047531,1000,3,1,log2,,True,"{'model__n_estimators': 1000, 'model__min_samples_split': 3, 'model__min_samples_leaf': 1, 'model__max_features': 'log2', 'model__max_depth': None, 'model__bootstrap': True}",0.8382464553931779,0.7959085437203526,0.8197954061638824,0.8400139072569763,0.8311342837212436,0.8588175813077393,0.8167760736900348,0.7857176678799802,0.8440979599377205,0.8172605830823279,0.8247768462153436,0.021190592516453957,10,0.955915944434183,0.9598094557215044,0.9612269590559714,0.957309356592954,0.9567268420270459,0.9555267495410553,0.960402453572611,0.9590860466259065,0.955419440577728,0.9583858236173252,0.9579809071766284,0.002000033789954323
33.03196203708649,4.523631249780626,4.824638175964355,0.39999656977773573,1200,2,1,0.5,20,True,"{'model__n_estimators': 1200, 'model__min_samples_split': 2, 'model__min_samples_leaf': 1, 'model__max_features': 0.5, 'model__max_depth': 20, 'model__bootstrap': True}",0.8682185217688907,0.8135636569227044,0.861512379519705,0.8684330783396109,0.8648044066967763,0.8777177430648565,0.8463140208156563,0.8553431611700831,0.8861692572595682,0.8404984713125581,0.858257469687041,0.019692766706186436,2,0.9778414402410776,0.9789431624816217,0.9787032422494194,0.9778257399980324,0.978582224776182,0.9781387013963374,0.9793707439260244,0.9783372282582558,0.9763439961899042,0.9792782989975587,0.9783364778514413,0.0008387324931641353
11.236090993881225,1.8839569884876735,6.44809398651123,1.9704930841958312,400,8,2,0.5,10,True,"{'model__n_estimators': 400, 'model__min_samples_split': 8, 'model__min_samples_leaf': 2, 'model__max_features': 0.5, 'model__max_depth': 10, 'model__bootstrap': True}",0.8269700151860524,0.7545778434438404,0.7928328083342013,0.8294679762169583,0.8144364822610037,0.8306222910694241,0.7973238893048087,0.7888928214954863,0.8276337689024281,0.8142407365152393,0.8076998632729444,0.0231527467339654,16,0.8799930522571292,0.8849265926870611,0.8857080233656577,0.8831445579412912,0.8824897366236147,0.8792292980506812,0.8875527360852807,0.8884172649467723,0.8759465271758244,0.8853710855418748,0.8832778874675189,0.0037317800043596455
22.36541097164154,3.2823510827174363,3.308595609664917,2.6884623659944613,800,8,4,,25,True,"{'model__n_estimators': 800, 'model__min_samples_split': 8, 'model__min_samples_leaf': 4, 'model__max_features': None, 'model__max_depth': 25, 'model__bootstrap': True}",0.8520225238453815,0.7692522311439598,0.8237507159909979,0.8494454203114787,0.8349483415329524,0.8447683944942641,0.794827812866113,0.8182504902084151,0.8543933830700323,0.826436793883946,0.8268096107347542,0.02591550486870755,8,0.9111888244051882,0.922367114639702,0.9183206395890726,0.9150028246797777,0.9151754765849127,0.9137388278807076,0.9174875759705479,0.9161739964718962,0.9095752378526569,0.9172299107747754,0.9156260428849237,0.0034568047578798448
12.896959257125854,6.243012137681486,1.7944938659667968,1.004328272647428,400,2,4,0.5,30,False,"{'model__n_estimators': 400, 'model__min_samples_split': 2, 'model__min_samples_leaf': 4, 'model__max_features': 0.5, 'model__max_depth': 30, 'model__bootstrap': False}",0.859767983017297,0.7877652949398488,0.8409542110435835,0.8633294896850716,0.8536139625054789,0.8590124665290212,0.8262689607413193,0.8408101214388014,0.8741712499663226,0.8421857640835462,0.8447879503950292,0.02311629720889289,6,0.9403769650351144,0.9445847708351776,0.9433406159312467,0.9403636791391781,0.9379488531957572,0.9375988628375641,0.9474246982839509,0.9430002939965159,0.9352168392797734,0.941993480895284,0.9411849059429562,0.0034549579844426036
6.685756373405456,0.7849881965328281,2.1868316411972044,0.559574038747898,800,2,2,sqrt,30,True,"{'model__n_estimators': 800, 'model__min_samples_split': 2, 'model__min_samples_leaf': 2, 'model__max_features': 'sqrt', 'model__max_depth': 30, 'model__bootstrap': True}",0.8010535300690053,0.7650328379955114,0.7866540505935417,0.7951371747248239,0.7919854917197693,0.8138198741989229,0.7866987877725052,0.7567454542584158,0.7991024652860501,0.7891328887796271,0.7885362555398172,0.015916652674811006,18,0.8695733588812596,0.8760992038121262,0.8765561301062912,0.8684274104902162,0.8719930317604067,0.866925928567857,0.8771885193778255,0.8788760327349419,0.8708690053213851,0.8708459865575657,0.8727354607609875,0.003916151886777991
