Model,Train_R2,Test_R2,Train_MAE,Test_MAE,Best_CV_R2,Time_Minutes
xgboost_tuned,0.9863621765748728,0.8688793447225619,1.4908503517333238,4.258888980337201,0.8721263110243701,1.7147727409998577
